Ids,CHG,SMILES,True vals,AttentiveFP,GraphConv,GCN,GAT,DAG,Set
CHEMBL351090,0,[C@]12(NC(=O)[C@@H](NC1=O)OCCC2=C)O,-2.9349155118,-2.7486157,-2.7701826,-2.7201943,-2.8171368,-2.7426515,train
CHEMBL165771,0,N1C(=O)[C@H]2NC(=O)[C@@H]1OCCC2=C,-3.0703950788,-2.8897014,-3.232024,-2.8287976,-2.9137542,-3.0845017,train
CHEMBL355821,0,N1=C2N(Cc3c1cccc3)CCC2,-2.8491450101,-2.9905648,-2.9161158,-2.9381728,-2.9219816,-2.7448282,train
CHEMBL165494,0,[C@H]1(C(=O)NOC1=O)c1ncccc1,-2.3883033096,-2.5955808,-2.6322339,-2.3979745,-2.2602537,-2.673194,valid
CHEMBL163483,0,c1(=O)n(ccc(=O)[nH]1)COCC,-1.9384837389,-1.9921093,-1.8878769,-1.8677884,-1.9524143,-1.9855965,train
CHEMBL162064,0,S(=O)(=O)(c1[nH]c2c(c1)cccc2)N,-2.1502580274,-2.1397984,-2.122671,-2.2844818,-2.3243349,-2.240056,train
CHEMBL351308,0,S(=O)(=O)(c1ccccc1)CCC=C,-2.4459559872,-2.291494,-2.358353,-2.4204633,-2.4366746,-2.291256,train
CHEMBL162482,0,S(=O)(=O)(CC(=O)/C=N/O)C,-0.7723978877,-0.7773528,-0.58458436,-0.86228573,-0.86374384,-0.6714437,train
CHEMBL163849,0,S(=O)(=O)(C=C)C,-2.4538953869,-2.3825073,-2.6404111,-2.3658824,-2.3042476,-2.4905343,train
CHEMBL165347,0,[S@](=O)(C=C)c1ccccc1,-2.344801537,-2.2866771,-1.7480766,-1.9394084,-1.8839276,-1.9576759,valid
CHEMBL167567,0,C(=O)(/C=N/O)CSC,-1.0550397261,-1.0741463,-0.92731917,-1.0530777,-1.3318338,-1.2294574,train
CHEMBL164960,0,N(=O)N1CCC(CC1)c1ccccc1,-1.6627987432,-1.7299484,-1.6228251,-1.910792,-1.795007,-1.6895125,train
CHEMBL353799,0,[S@](=O)(CC(=O)/C=N/O)C,-0.8870073172,-0.9182592,-0.67736244,-0.9395167,-0.8228895,-1.1715887,train
CHEMBL350076,0,c1(c(cc(c(c1)O)O)[18F])[C@@H](O)CN,-2.8918215269,-2.9516401,-2.9902132,-2.9050162,-2.9036062,-2.836642,train
CHEMBL349756,0,N1(N=O)[C@H](COCC1)C,-1.7388397567,-1.5892653,-1.5892601,-1.8969299,-1.6473799,-1.5694097,valid
CHEMBL168103,0,c1(c(nc(nc1C)OC)OC)[N+](=O)[O-],-0.7067581795,-0.5882669,-0.4156667,-0.6646592,-0.5474506,-0.75892603,train
CHEMBL434869,0,N1(C[C@@H](N(C[C@@H]1C)N=O)C)N=O,-1.9783201121,-1.6394738,-1.7548221,-2.2498066,-1.4011681,-1.2919447,valid
CHEMBL165164,0,N(=O)N1C[C@@H](C=CC1)C,-1.7936828407,-1.8290526,-1.9768785,-1.8100439,-1.89892,-1.5383661,valid
CHEMBL164834,0,N1(N=O)C[C@@H]([C@H](CC1)Cl)Cl,-1.541616262,-1.4399539,-1.4641813,-1.6840355,-1.5117862,-1.4358667,train
CHEMBL348803,0,N1(N=O)C[C@@H](C(=O)CC1)C,-1.8009223582,-1.9444023,-1.7097023,-1.8890314,-1.725785,-1.8736312,train
CHEMBL166090,0,N(=O)N(C[C@H](c1ccccc1)C)C,-1.8512039078,-1.8747436,-1.8413419,-1.9576699,-1.7747166,-1.6619408,train
CHEMBL165176,0,N(=O)N([C@H](OC)C)CC,-1.6346530834,-1.7385443,-1.5694525,-1.8546313,-1.7116642,-1.532597,train
CHEMBL165013,0,N(N=O)(c1ncccc1)C,-1.3937495737,-1.4640108,-1.2483628,-1.4010817,-1.1228433,-1.3991821,train
CHEMBL164290,0,N(=O)N(CC)CC,-1.9077022477,-1.8710477,-1.7377024,-1.9443756,-1.8675756,-1.7273735,train
CHEMBL349387,0,N(=O)N1C=CCCC1,-1.6613613208,-1.6451278,-1.6640065,-1.8605217,-1.6179745,-1.6541226,train
CHEMBL165365,0,N1([C@H](CN(N=O)C[C@@H]1C)C)C(=O)C,-1.7877015698,-1.699905,-1.7406908,-1.9806726,-1.8362281,-1.8976111,train
CHEMBL165203,0,N1(N=O)COCCC1,-1.6495998666,-1.498332,-1.5313205,-1.7327362,-1.6194241,-1.5350896,train
CHEMBL350935,0,N1(C(=O)OCC)CCN(N=O)CC1,-1.6318275771,-1.672902,-1.7710975,-1.8738024,-1.9937658,-1.9745622,valid
CHEMBL353599,0,[nH]1c2c(nc1SC)cns2,-2.795779778,-2.5933433,-2.760833,-2.5647342,-2.5921476,-2.8802598,train
CHEMBL354920,0,N(=O)N(CCCC)CCCC,-1.8639358281,-1.7664648,-1.6252073,-1.8173302,-1.836884,-1.7378684,train
CHEMBL163957,0,N(=O)N(C=C)C,-1.4414070821,-1.4791034,-1.4865096,-1.5476636,-1.6033142,-1.6663986,train
CHEMBL166016,0,N(=O)N([C@@H](c1ccccc1)C)C,-1.7658904556,-1.8446599,-1.7431344,-1.8916812,-1.7695358,-1.8422215,train
CHEMBL165791,0,c1(c2c(cc(c1C)C)c(ncn2)C)C#N,-1.5194770225,-1.5230147,-1.4041153,-1.3655728,-1.534189,-1.7067773,train
CHEMBL349960,0,N(=O)N(CC(C)(C)C)C,-1.8333270029,-2.0829127,-1.8817908,-1.8100582,-1.9049015,-1.8791897,test
CHEMBL165236,0,c12c(c(c(cc1[C@H](NC=N2)C)C)C)C#N,-2.310095726,-2.298415,-2.3003848,-2.2785468,-2.3287528,-2.0839562,train
CHEMBL348942,0,N1(N=O)C[C@H](Cl)CCC1,-1.6566697324,-1.5441914,-1.595238,-1.7515259,-1.6519139,-1.5071154,train
CHEMBL351479,0,N(=O)N1CCC1,-1.6655806174,-1.7157036,-1.6027411,-1.8476641,-1.7169089,-1.7686161,train
CHEMBL165900,0,N(=O)N(COC(=O)C)CC,-1.5064914618,-1.5972278,-1.6795069,-1.7337497,-1.709713,-1.8008809,train
CHEMBL165037,0,N1C(=O)[C@H](OC1=O)c1ccc(cc1)F,-2.5125376335,-2.567503,-2.5864742,-2.5186043,-2.7335753,-2.667636,valid
CHEMBL166004,0,N(=O)N(C1CCCCC1)C,-1.9001715562,-1.831097,-1.8823717,-1.8896891,-1.8654811,-1.9142634,train
CHEMBL350203,0,N1([C@@H](C(=O)O)C[C@H](C1)O)N=O,-1.8310312925,-1.7974,-1.6056494,-1.6827402,-1.5645447,-2.008223,train
CHEMBL163836,0,N(=O)N([C@H](CC)C)[C@H](CC)C,-2.0681746863,-1.8895451,-1.7867339,-1.9492043,-1.9295592,-1.9222618,train
CHEMBL355210,0,c1(c(c(cc(c1C)C)C(=O)C)N)C#N,-1.7945338929,-1.801951,-1.943585,-1.808561,-1.931931,-1.8283703,train
CHEMBL167944,0,N(=O)N(C(C)C)CC,-1.9133489927,-1.9484005,-1.8136928,-2.0195405,-1.9301057,-1.6690117,valid
CHEMBL350052,0,N(=O)N1CC=CC1,-1.8275410157,-1.8509287,-1.9490731,-1.8001152,-1.8698456,-1.8402479,train
CHEMBL353270,0,N(=O)N(c1ccc(N=O)cc1)C,-0.4514859524,-0.43310857,-0.35360497,-0.6522164,-0.46935114,-0.64441514,train
CHEMBL165390,0,N(=O)N(C=C)CC,-1.4639727073,-1.5966899,-1.501748,-1.7437662,-1.5234456,-1.5873547,train
CHEMBL163676,0,N(=O)N(CCN(N=O)C)C,-2.4447670115,-2.2355177,-2.2044547,-2.2557993,-2.1588335,-2.5097404,train
CHEMBL352185,0,c12c(snc1C)[nH]cn2,-2.9269324177,-2.8824058,-2.929867,-2.6712224,-2.7139978,-2.6477103,test
CHEMBL167506,0,N(=O)N(C[C@H](O)C)CCC,-1.5565553286,-1.6138662,-1.5205182,-1.7647659,-1.6535635,-1.5123832,train
CHEMBL349361,0,N(=O)N(C(C)(C)C)CC,-1.7966160614,-1.9543115,-1.6429772,-1.8542479,-1.9077971,-1.8135262,test
CHEMBL351892,0,c1(=S)n(nc[nH]1)Cc1ccccc1,-2.9941243172,-2.9708114,-3.0897863,-2.9578552,-2.6567132,-2.810893,train
CHEMBL352481,0,N(=O)N(CC(C)C)CC(C)C,-1.9497501338,-1.9010915,-1.7274269,-1.8942603,-1.9042437,-1.7972822,train
CHEMBL167647,0,N1(N=O)CCC(=O)CC1,-1.8243330735,-1.8709375,-1.8373955,-1.8746526,-1.6730354,-1.6936299,train
CHEMBL167695,0,N1(N=O)CCC(CC1)O,-1.7110747426,-1.4877337,-1.4298215,-1.714932,-1.6870756,-1.6148537,test
CHEMBL352556,0,N1(CN(CN(C1)N=O)N=O)N=O,-1.6855256957,-1.4635655,-1.5820949,-1.9967113,-1.7530873,-1.7301923,train
CHEMBL165433,0,c12c(=O)cc[nH]c1cccc2O,-2.0288627321,-2.227763,-2.0291846,-2.0339644,-2.073914,-1.9620957,train
CHEMBL163900,0,c12c([nH]ccc1=O)cc(cc2)OC,-2.1351778006,-2.2066345,-2.108869,-2.0564096,-1.9898942,-1.9025422,train
CHEMBL165198,0,c12c([nH]ccc1=O)c(ccc2OC)C,-2.1881524075,-2.339163,-2.1897898,-2.1685588,-2.0782964,-1.9300828,train
CHEMBL164916,0,C1(=S)N(CCN1)Cc1ccccc1,-3.0336660265,-2.8759706,-2.946711,-2.9118903,-2.74906,-2.868555,train
CHEMBL164578,0,[N+](=O)(c1c2c3c(CC2)cccc3cc1)[O-],-0.6110781149,-0.5535163,-0.48410118,-0.6995642,-0.7318164,-0.6510799,train
CHEMBL166274,0,c12c([N+](=O)[O-])cccc2CN(N1)C,-0.5507357316,-0.5837419,-0.36886695,-0.8871969,-0.6619959,-0.6802173,train
CHEMBL355414,0,[N+](=O)([C@@H]1c2c3c(C1)cccc3ccc2)[O-],-0.7799484283,-0.84581655,-0.630682,-0.9625943,-0.9606331,-0.96256673,train
CHEMBL167986,0,[N+](=O)(c1cc2NCCc2cc1)[O-],-0.5177459545,-0.499026,-0.5234621,-0.8342997,-0.8061026,-0.6606968,train
CHEMBL164925,0,[N+](=O)(c1cc2c(NN(C2)C)cc1)[O-],-0.588665104,-0.5689629,-0.40972814,-0.87146074,-0.7521958,-0.63445914,train
CHEMBL165373,0,[N+](=O)(c1c2c(ccc1)cccc2)[O-],-0.5180932933,-0.39352185,-0.3825972,-0.5499525,-0.588559,-0.727755,train
CHEMBL350757,0,[C@H]1(/C(=N/OC)/C#N)[C@H]2CN(C1)CC2,-1.6100590625,-1.5816351,-1.5054401,-1.642982,-1.7257457,-1.527585,train
CHEMBL168075,0,[N+](=O)(c1c([N+](=O)[O-])cccc1)[O-],-0.2536462067,-0.25336546,-0.21421555,-0.4909644,-0.40844497,-0.363019,train
CHEMBL164634,0,[N+](=O)(c1cc(F)ccc1)[O-],-0.4048569452,-0.37562394,-0.29113558,-0.65029967,-0.5667691,-0.64956355,train
CHEMBL354761,0,[N+](=O)(c1cc(ccc1Cl)Cl)[O-],-0.3886367402,-0.19293137,-0.19215141,-0.5359025,-0.48423004,-0.49003184,valid
CHEMBL166067,0,c12c([N+](=O)[O-])ccc3c2c(C=C1)ccc3,-0.2513855336,-0.2993275,-0.26759169,-0.5042387,-0.46415305,-0.4426613,train
CHEMBL167397,0,[N+](=O)(c1cc2c(n(nc2)C)cc1)[O-],-0.5773895589,-0.5122313,-0.49837327,-0.6420716,-0.61255306,-0.6417608,train
CHEMBL165470,0,C1(=O)[C@H](/N=C(/CC(=O)C)\C)CON1,-2.3904346466,-2.341683,-2.5312104,-2.463815,-2.4164634,-2.4029026,train
CHEMBL167321,0,[N+](=O)(c1c(N)cccc1N)[O-],-0.9269974737,-0.7055559,-0.59467125,-0.8241665,-0.75496453,-0.89255583,valid
CHEMBL353407,0,c12c(scc2C)ncnc1Cl,-1.997076441,-1.9129997,-2.0193086,-2.030563,-1.992449,-1.9073346,train
CHEMBL166736,0,C(#CCCC(=O)C)CN(C)C,-2.5926832226,-2.7124324,-2.8976266,-2.7838614,-2.7930171,-2.742117,train
CHEMBL166386,0,c1(c(nc([nH]c1=O)C)NCCC)C#N,-2.0090132024,-1.9969071,-1.8651025,-2.0984972,-2.1979327,-1.8564682,train
CHEMBL353781,0,[C@@]12(C(=C(C(=O)C1)C)[O-])CC[N@@H+](CC2)C,-3.3044085648,-3.3180733,-3.077008,-2.8365858,-2.8849037,-3.2224855,train
CHEMBL168980,0,c1(c(=O)[nH]ncc1Cl)Cl,-1.219451885,-1.0356013,-1.1211998,-1.230213,-1.2925799,-1.355313,train
CHEMBL168514,0,S(=O)(=O)(Nc1ccccc1)N,-1.7195298367,-1.8739477,-1.9086031,-2.0548,-1.9697235,-2.02495,train
CHEMBL354838,0,c12c(c(nc(n1)C)NCCO)cc[nH]2,-2.870512591,-2.9937634,-2.9564705,-2.8547516,-2.893915,-2.8236713,train
CHEMBL166340,0,S(=O)(=O)(Nc1ccc(C#N)cc1)N,-1.5984279891,-1.6522799,-1.4339187,-1.7738589,-1.7791443,-2.2430604,valid
CHEMBL168484,0,n1c(c2cnccc2)nccc1N,-1.9850632291,-2.004791,-2.0382504,-1.8644246,-1.7932541,-1.8207738,train
CHEMBL169410,0,N1=C(OCC21CCN(CC2)C)C,-3.5227641316,-3.3246815,-3.4778197,-3.3505678,-3.3842084,-3.1563492,train
CHEMBL169465,0,c1(c(c(cc(c1)C=O)O)O)C#N,-1.5173759036,-1.4131207,-1.333986,-1.3448069,-1.3825502,-1.4347193,train
CHEMBL168421,0,N1=C(OC2(C1)CCN(CC2)C)C,-3.3898182258,-3.2574224,-3.3380823,-3.2943814,-3.332,-3.2092123,train
CHEMBL441108,0,n1c(nc(cc1N)C)c1ccncc1,-1.8096321944,-1.8237346,-1.8716228,-1.829332,-1.8265047,-1.8469954,train
CHEMBL169370,0,S(=O)(=O)(N1CCCCC1)N,-2.1651742302,-2.2539585,-2.0832937,-2.2446454,-2.0763967,-2.2412066,train
CHEMBL168408,0,S(=O)(=O)(N(C(C)C)C(C)C)N,-2.2676042787,-2.3645744,-2.1350431,-2.3436754,-2.1703246,-2.31557,train
CHEMBL354347,0,c1(ncn(c1C)COCCO)C(=O)N,-2.7103428276,-2.7558298,-2.9159434,-2.618159,-2.6260831,-2.6732876,train
CHEMBL171224,0,[s@@]1(=O)c2c(c(=O)cc1)cccc2,-0.5926656872,-0.60446376,-0.4533486,-0.8168127,-0.857444,-0.8273674,train
CHEMBL353507,0,S1(=O)(=O)c2c(C(=O)C=C1)cccc2,-0.4034235653,-0.3581401,-0.32216656,-0.5618869,-0.48608592,-0.5136348,train
CHEMBL354077,0,c1(cnccc1N)N,-3.0705298919,-2.9779925,-3.0638506,-2.9089224,-2.949217,-3.014847,train
CHEMBL170671,0,N1=C(CN=C([C@@H]1C(C)C)OC)OC,-3.5154230731,-3.3510122,-3.410854,-3.2572205,-3.0400836,-3.1927552,train
CHEMBL172218,0,C1(C(=O)NC(=O)NC1=O)(O)O,-1.5776848344,-1.6649309,-1.9554092,-1.8513657,-1.759094,-1.9305546,test
CHEMBL169602,0,N1C(=O)C(=N)C(=O)NC1=O,-0.2879983939,-0.10173795,0.17803976,-0.21359903,-0.029870301,-0.5868368,train
CHEMBL354361,0,c12c(onc1O)CN(C(=O)OC)CC2,-2.8797424287,-3.109849,-3.1226542,-3.0046823,-2.9545162,-2.9260993,train
CHEMBL170201,0,c1(c(scc1)C)[C@H](c1[nH]cnc1)C,-3.297787809,-3.3449948,-3.5826147,-3.245593,-3.322923,-3.3045263,train
CHEMBL169534,0,[nH]1c(nc2c1cc(cc2)C)CC,-3.0126443881,-3.0610118,-3.1660945,-2.939863,-3.047482,-2.984064,train
CHEMBL171452,0,c12c(c(=O)[nH]c(=O)n1C)[nH]c(=S)[nH]2,-2.2379201189,-2.095984,-2.2047324,-2.0710618,-2.356653,-2.2586699,train
CHEMBL166223,0,C1(=O)OCC=C1,-2.0197065662,-1.9800812,-2.0409036,-1.9737673,-1.8833952,-1.8738968,train
CHEMBL167892,0,N1(C(=O)CC[C@@H]1C#CCN(C)C)C,-3.5668366189,-3.3409905,-3.4961073,-3.3924897,-3.3157694,-3.3779898,train
CHEMBL171759,0,c12c(nc[nH]1)cc(cc2Cl)Cl,-2.4969492632,-2.5522342,-2.5592287,-2.5820472,-2.4584641,-2.5352285,train
CHEMBL172503,0,C1(=C)C(=O)OC2([C@@H]1O)CCCCC2,-1.5972611645,-1.5985668,-1.5925215,-1.6811606,-1.686368,-1.7238746,train
CHEMBL170934,0,C1(=C)C(=O)OC[C@@H]1O,-1.5507219635,-1.6540843,-1.648656,-1.6601503,-1.6145833,-1.6794924,train
CHEMBL443038,0,[nH]1c(=O)c(c[nH]c1=O)C#N,-1.5282061527,-1.6006324,-1.6437904,-1.7067703,-1.7175984,-1.6787204,train
CHEMBL353503,0,n1c(ccc2c1cccc2)C(C)C,-2.1208562875,-2.0885315,-1.8241452,-1.9992236,-2.0907085,-2.0177248,train
CHEMBL171267,0,c12c(C(=O)C(=C(C1=O)N)Cl)[nH]nc2,-0.2808655356,-0.20617439,-0.24538146,-0.30782512,-0.2327308,-0.33551311,train
CHEMBL171674,0,n1(c(=O)[nH]c(=O)c2c1nccn2)C,-1.1341815113,-0.96643484,-0.9645902,-1.1234692,-1.0523217,-1.3011832,train
CHEMBL170134,0,c1(c(scc1)C)Cc1[nH]cnc1,-3.1685555951,-3.2671762,-3.4672985,-3.202509,-3.2840912,-3.1637716,train
CHEMBL415754,0,c12=NCN=c1ccc1c2cccc1,-1.2310163827,-1.1866294,-1.0420035,-1.245708,-1.3259354,-1.424895,train
CHEMBL170893,0,N1(C(=O)CC(=O)O1)c1ccccc1,-2.5610020552,-2.7079802,-2.625221,-2.5228534,-2.5968041,-2.6966085,train
CHEMBL170283,0,C(CC(=O)N)(C)(C)C,-3.2568153407,-3.286467,-3.4407568,-3.196376,-3.2919238,-3.2178884,train
CHEMBL441306,0,C(=C)(c1[nH]ccc1)N(CC#C)C,-2.8374553363,-2.9585807,-2.9528995,-2.7187574,-2.872678,-2.718791,train
CHEMBL353159,0,C(=O)(c1[nH]ccc1)N(CC#C)C,-2.2836407756,-2.373134,-2.2470148,-2.3629835,-2.3306606,-2.0329027,train
CHEMBL435474,0,C(=C\C(=O)O)/[C@@H](c1ccccc1)O,-1.732271924,-1.7688155,-1.9477085,-1.7393888,-1.8573394,-1.7099729,train
CHEMBL170073,0,N1C(=O)NC=C([C@@H]1N)F,-3.0579886,-3.1012702,-2.9664333,-3.0338678,-3.0044348,-3.0331435,train
CHEMBL170742,0,C(=O)(N)COC,-3.0532853198,-3.0865376,-3.241956,-3.0534675,-2.9844105,-3.0666862,train
CHEMBL171768,0,[S@](=O)(c1ccccc1)CC,-2.5454974766,-2.4305868,-2.5961936,-2.6658187,-2.5082762,-2.6313338,train
CHEMBL171241,0,c12c(=O)[nH]sc1CCNC2,-1.652767847,-1.493987,-1.6645985,-1.7161063,-1.6177955,-1.9019493,train
CHEMBL171409,-1,C(=O)([O-])CCO,-3.9336628691,-3.726071,-3.5602627,-3.4474459,-3.9745657,-3.5032911,train
CHEMBL353764,0,n1c(c2c(nc1N)ccc1c2cc[nH]1)N,-2.2478328499,-2.6408296,-2.4159882,-2.3922336,-2.5534964,-2.3539472,train
CHEMBL171066,0,C(=O)(N)CC(C)C,-3.2306044114,-3.2494524,-3.4271429,-3.2550113,-3.2186306,-3.203998,train
CHEMBL171438,0,C(=O)([C@@H]([C@@H](CO)C)C)O,-2.6751749423,-2.8653069,-2.8913648,-2.8256838,-2.7950718,-2.632237,train
CHEMBL173918,0,C(=O)([C@@H](NC(=O)CNC(=O)C)C)O,-3.0349409879,-3.0231628,-3.0527794,-2.8413086,-2.9079142,-3.0062284,train
CHEMBL170357,0,n1c[nH]c(c1)CCNC(=N)N,-4.0502574827,-3.8360522,-4.0367756,-3.5634477,-3.6681526,-3.4972305,train
CHEMBL366778,0,n12c(nc(c3c1[nH]cc3)C)ncn2,-2.3273199143,-2.4097788,-2.6015272,-2.3017466,-2.4319289,-2.3278925,train
CHEMBL174035,0,C1(=O)C(=O)[C@H](OC1=O)[C@H](O)CO,0.4559775743,0.4518801,0.24590471,0.3189519,0.47953326,0.1198436,train
CHEMBL173813,0,O=C[C@H](O)CO,-1.9464264351,-1.9802188,-1.9139403,-2.093195,-1.9631512,-2.167687,train
CHEMBL173562,0,c1(C(=O)OCCO)c(O)cccc1,-1.8035549794,-1.9297272,-1.9248816,-1.9235512,-2.0521994,-1.8347408,train
CHEMBL366756,0,C(=O)([C@H](CCO)O)N,-2.8658877696,-2.931466,-3.188752,-2.9557564,-2.9008458,-2.8339472,test
CHEMBL368454,0,[C@]12(OC(=O)C)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,-2.9158072498,-2.87777,-2.9433339,-2.934193,-2.8451173,-2.8731732,train
CHEMBL354899,0,N1C(=N)c2c(N[C@]1(CC)C)cccc2,-2.4030716404,-2.3420634,-2.4321299,-2.5232525,-2.587566,-2.5239673,train
CHEMBL173853,0,s1c(nnc1N)SC(C)C,-2.4383052454,-2.4510462,-2.4012334,-2.3870475,-2.5580118,-2.597403,train
CHEMBL176419,0,[nH]1c(=O)/c(=C/CC)/[nH]c(=O)/c/1=C/C,-1.8770516249,-1.8412133,-2.131942,-1.7506825,-1.7395518,-1.9811525,train
CHEMBL172964,0,n12c(nc(c3c1SCC3)C)ncn2,-2.0414237019,-1.8689328,-2.1279411,-1.7361537,-1.8781509,-2.1478436,train
CHEMBL413351,0,C(=N\O)(/Nc1cc(CO)ccc1)\N,-2.9409881051,-3.1198537,-3.195167,-2.9008667,-3.0594363,-2.947486,train
CHEMBL172586,0,n1c(=O)n(ccc1N)/C=C/C=O,-1.4503215668,-1.4728514,-1.4657643,-1.2264528,-0.92243737,-1.409803,train
CHEMBL174366,0,c1(c(cc(C(=O)NO)cc1O)O)O,-2.0261321761,-2.1076195,-2.093487,-2.0895977,-2.2295735,-2.0184958,train
CHEMBL366377,0,[C@H]12c3c(NC2)cccc3CCN(C1)C,-3.2297643642,-3.2276635,-3.3952744,-3.1712713,-3.2512715,-3.1838312,train
CHEMBL176892,0,S(=O)(=O)(c1c(C)cccc1)N,-2.1991487681,-2.1824613,-2.3391085,-2.3574574,-2.3620522,-2.0830297,train
CHEMBL368534,0,N12C(=O)COC[C@@H]1CCC2,-3.1852283291,-3.0436134,-3.2463763,-3.0419679,-3.0427005,-2.9256105,train
CHEMBL176687,0,S1(=O)(=O)OC(=CC(=O)N1)C,-1.5476830352,-1.5354545,-1.3752958,-1.410896,-1.1457884,-1.4375986,train
CHEMBL177674,0,N1(/C(=N/O)/N)C[C@H]2[C@@H](C=CC=C2)CC1,-2.520047821,-2.5104017,-2.7889726,-2.6488667,-2.5180585,-2.5585685,train
CHEMBL367005,0,N1(N=C(CCC1=O)C)CCC(=S)N,-3.1667838727,-2.9406726,-3.1207874,-3.0036235,-2.652224,-3.0524979,train
CHEMBL172843,0,n1(c(=O)n(cc(c1=O)C)C)/C=C/C=O,-1.5451975564,-1.2581083,-1.4078897,-1.4440581,-1.0935972,-1.3906358,valid
CHEMBL368806,0,N(C(=O)C)/C(=C/C)/C=C,-2.4913589552,-2.5946267,-2.591221,-2.4555585,-2.4784005,-2.5303936,train
CHEMBL175585,0,S(=O)(=O)(/C=C\C=C\C=C)/C=C/C,-1.3568276287,-1.3427855,-1.3220297,-1.2964809,-1.5040369,-1.4932249,train
CHEMBL174100,0,[P@@H](=O)(/C=C/C=C\C=C)/C=C/C,-1.7649054304,-1.751371,-1.7865266,-1.7467787,-1.9618788,-1.7829859,train
CHEMBL175201,0,C(=O)(CN)CN,-2.5404236401,-2.5176783,-2.6456432,-2.5900533,-2.3373673,-2.7074094,train
CHEMBL176137,0,[S@@](=O)(/C=C/C=C\C=C)/C=C/C,-1.7446478939,-1.6822689,-1.7252921,-1.5938759,-1.643645,-1.6935456,train
CHEMBL175255,0,C(=O)(N/C(=C/C)/C)/C(=C\C)/C=C,-2.1928339237,-2.194192,-2.1362586,-2.309958,-2.1798828,-1.9895027,train
CHEMBL368300,0,[NH+]1=C([C@@H]2NC2)SC[C@H]1C(=O)[O-],-1.3042351049,-1.3010899,-1.1923367,-1.368708,-1.4925187,-1.2740964,train
CHEMBL178037,0,C(=O)(/C=C/C=C\C=C)/C=C/C,-1.0498887778,-1.1338017,-1.0357155,-0.9405272,-0.92651296,-1.0443078,train
CHEMBL177572,0,n1(c(=S)cccn1)CCC(=S)N,-1.5025148535,-1.7612263,-1.5159017,-1.533965,-1.5105863,-1.7708417,train
CHEMBL177626,0,n1(nc(ccc1=O)C)CC(=S)N,-1.7196999228,-1.6267762,-1.7568771,-1.5677794,-1.785332,-1.9067233,test
CHEMBL175453,0,n1(c(=O)cccn1)[C@H](CC(=S)N)C,-1.6988644473,-1.7670087,-1.7696873,-1.667192,-1.836575,-1.8631182,train
CHEMBL177312,0,n1(c2c(c(=O)nc1N)cc[nH]2)C,-2.852324438,-2.9129121,-2.9098551,-2.721467,-2.8631656,-2.8843107,train
CHEMBL439659,0,C(=O)(c1ccc(cc1)CC(C)C)NO,-2.00957765,-2.0098543,-1.9530258,-2.0399935,-2.1539106,-1.968275,train
CHEMBL180530,0,[C@H]1(N(CCC1)C)c1c(C)cccc1,-3.2310290667,-3.1701012,-3.2585804,-3.120936,-3.201692,-3.053433,train
CHEMBL175683,0,c1(ncn(n1)COCCO)C(=O)N,-2.1346488119,-2.0299873,-2.2451873,-2.0717628,-2.0289474,-1.9650798,train
CHEMBL176121,0,C1(=CCNC2CCCCC2)CCCC1,-3.6663012839,-3.6167917,-3.7075226,-3.5482516,-3.6191673,-3.5470624,train
CHEMBL177362,0,c1(ncc(o1)c1ncccc1)C(=O)C,-1.2260178586,-1.1439469,-1.2246338,-1.2824363,-1.2028067,-1.2986037,train
CHEMBL175741,0,n1c[nH]c(C=C2CCN(CC2)CC)c1,-3.1118442933,-2.8947845,-3.2348409,-2.9674356,-3.0607965,-2.9649158,test
CHEMBL175800,0,[nH]1cnc(c1)CCC1CCN(CC1)C,-3.6488133607,-3.7478573,-3.9181097,-3.5837595,-3.6097114,-3.522348,train
CHEMBL175816,0,n1(c2c(nc1)ncnc2)c1ccccc1,-2.0669739608,-2.0566585,-2.0283453,-1.8912197,-2.0546737,-1.9169085,train
CHEMBL362594,0,C(=O)(C(C)(C)C)OCOC(=O)CC,-2.9820313438,-3.1876566,-2.8389628,-2.9133942,-3.0343263,-3.2423437,valid
CHEMBL179544,0,COc1ccc(cn1)c1ccsc1,-2.5875256335,-2.4998732,-2.6006382,-2.2997525,-2.3412874,-2.4108856,train
CHEMBL425519,0,Cc1cscc1c1ccc(F)nc1,-2.5145135229,-2.413915,-2.5042675,-2.352377,-2.402004,-2.4110548,train
CHEMBL179529,0,s1c(ccc1NC)c1cnccc1,-2.3126481593,-2.459877,-2.3121223,-2.3662426,-2.437602,-2.2105193,test
CHEMBL367600,0,n1(c(ccc1)CCN)c1ccccc1,-3.0741568422,-3.099697,-3.2371612,-3.0299084,-2.961126,-2.926519,train
CHEMBL368891,0,n1cnc2c(c1N)c1n(n2)cccc1,-2.240881009,-2.160389,-2.0632422,-1.9969193,-2.1287365,-2.0726895,train
CHEMBL179142,0,c1(c(=S)ssc1C)C,-1.0534352924,-1.2042824,-1.1730269,-1.242864,-0.9909941,-1.2283705,train
CHEMBL178762,0,C1(=C([C@@H](OC1=O)O)N)Cl,-2.1667535855,-2.1640885,-2.139772,-2.0701911,-2.2175658,-2.081044,train
CHEMBL361763,0,C1(=C([C@H](OC1=O)O)NC)Cl,-2.114487813,-2.1455421,-2.047514,-2.1221962,-2.0504217,-2.0814078,train
